model,RMSE,MAE,MAPE,R2,RMSE_h1
lstm,0.2734418913969665,0.20037128582857827,0.014413395221667829,0.8547526257536481,0.2734418913969665
naive_persistence,0.28459228700227024,0.19433135376207564,0.013958814608933768,0.8426653267160518,0.28459228700227024
naive_moving_avg,0.3467124607581858,0.24555298361647798,0.017602270399587856,0.7664837584893425,0.3467124607581858
