index_,model,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,R2_mean,R2_std,R2_min,R2_max,RMSE_h1_mean,RMSE_h1_std,RMSE_h1_min,RMSE_h1_max,run_name
0,lstm,0.1189876163714137,0.0024910002621725,0.1163531221030203,0.1229778486917938,0.0853851240280897,0.002117026008722,0.0834055571286336,0.087684714884983,0.0063996515960055,0.0001564309017216,0.0062541652815836,0.0065808487956351,0.9153491770940082,0.0035694043795122,0.9096081669746238,0.9190845427087736,0.1189876163714137,0.0024910002621725,0.1163531221030203,0.1229778486917938,lstm_improved
2,tcn,0.1253013965325008,0.0035188857367788,0.1211559071579894,0.129806942332725,0.0925214694506047,0.0040451109320148,0.0883034223504819,0.098061803861145,0.0069350449036763,0.0003070788947561,0.0066150509689519,0.0073541108835845,0.9061009581132458,0.0052841846459091,0.8992903120041545,0.9122666731859308,0.1253013965325008,0.0035188857367788,0.1211559071579894,0.129806942332725,tcn
2,tft,0.1303283264264141,0.0052653892071689,0.1249762945320453,0.1374457362526775,0.0939446381799144,0.0056253110017349,0.0883550303619259,0.1007976854787194,0.007039972467312,0.0004241379153078,0.0066134870769268,0.0075534721280658,0.8983470995687876,0.0082565976518056,0.8870885578356826,0.9066464799475568,0.1303283264264141,0.0052653892071689,0.1249762945320453,0.1374457362526775,tft
0,lstm,0.1367462506310091,0.0043279131765418,0.1325045948248168,0.1427400063902668,0.0976049637497634,0.0029924986965015,0.0941618334203011,0.1017581621102778,0.007332732112365,0.0002306100945396,0.007070849991919,0.0076507117878815,0.8864588251334113,0.0072091501119471,0.8763864511596525,0.8934786828302016,0.1367462506310091,0.0043279131765418,0.1325045948248168,0.1427400063902668,lstm_raw
2,patchtst,0.1438990983652718,0.0229513315360776,0.1250173933270608,0.1689487990467263,0.1030461708210842,0.0153040362828383,0.0886008700116393,0.1195531392078931,0.007713147973176,0.0011457038966209,0.0066437050906698,0.0089524154641428,0.8737180651331817,0.0405540673887061,0.8293974067264749,0.9065850707330104,0.1438990983652718,0.0229513315360776,0.1250173933270608,0.1689487990467263,patchtst
