feature,bin,n,RMSE,MAE,MAPE,R2
SolarFlux,"(235.241, 1130.993]",1109,0.12042049927980994,0.0904870887662011,0.006986645056299967,0.7381489565277767
SolarFlux,"(-3.913, -0.168]",1075,0.15787729546780385,0.11810179512987833,0.008700390321044856,0.6464651781386204
SolarFlux,"(-0.168, 235.241]",1076,0.17059428970933824,0.11934133422151877,0.008893444770136153,0.8098837934454397
temporal_hour,afternoon(12-18),814,0.10196357167775102,0.08017898283109232,0.0062068638163521655,0.7593235781451231
temporal_hour,evening(18-24),852,0.13855539537396722,0.10458798428612741,0.0077522253946991325,0.7245292696077151
temporal_hour,night(0-6),792,0.1647216477115835,0.1172799296700336,0.008583885964575905,0.6390013373772585
temporal_hour,morning(6-12),792,0.18576187308667294,0.13514385256139072,0.010238808909269509,0.7431075422712878
