model,RMSE,MAE,MAPE,R2,RMSE_h1
lstm,0.1508730241954899,0.1091435611731097,0.00818305908864606,0.8768665050666961,0.1508730241954899
naive_persistence,0.1752559114176491,0.12751558480051906,0.009550362786116293,0.8338507571965267,0.1752559114176491
naive_moving_avg,0.18271732934034995,0.13507671011250283,0.010137220260054527,0.8194021845997237,0.18271732934034995
