feature,bin,n,RMSE,MAE,MAPE,R2
SolarFlux,"(235.795, 1130.993]",1107,0.10307192231009762,0.0760790930835927,0.005887364919477397,0.7451472116365379
SolarFlux,"(-3.913, -0.167]",1074,0.1286179000298912,0.09375586935662061,0.006904556488708034,0.6893311747406139
SolarFlux,"(-0.167, 235.795]",1074,0.1315261536749954,0.0893645404907085,0.006657035867482504,0.8601862309544696
temporal_hour,afternoon(12-18),814,0.08488054429738591,0.06542725590063872,0.005076704872500764,0.8124869087266329
temporal_hour,evening(18-24),847,0.1147041107756791,0.0822315596244285,0.006096874058442304,0.7392865491925232
temporal_hour,night(0-6),792,0.1306679063114261,0.09367126455433794,0.0068446200917657,0.696407344790182
temporal_hour,morning(6-12),792,0.14768360277117537,0.10472689157458646,0.007957089743484422,0.7825397621959114
