model,RMSE,MAE,MAPE,R2,RMSE_h1
lstm,0.12160610718164691,0.08633262508468877,0.006479678372052052,0.9116134499023586,0.12160610718164691
naive_moving_avg,0.15700697138012393,0.11861675975443431,0.008895867765088454,0.8526625045961647,0.15700697138012393
naive_persistence,0.17088542917170457,0.12156543699840987,0.009102686708218176,0.8254638156264239,0.17088542917170457
