feature,bin,n,RMSE,MAE,MAPE,R2
SolarFlux,"(235.795, 1130.993]",1107,0.09743868974940297,0.0716394448418817,0.005531145639852001,0.7722431179221162
SolarFlux,"(-3.913, -0.167]",1074,0.12914573276293587,0.0932473808091553,0.006851814995105471,0.6867760458697891
SolarFlux,"(-0.167, 235.795]",1074,0.13134334759984023,0.09061469938705485,0.006737826057311693,0.8605746106610492
temporal_hour,afternoon(12-18),814,0.08167477542440334,0.06319500802913193,0.004890602758986385,0.8263834268468775
temporal_hour,evening(18-24),847,0.11539128091138535,0.08259288008816064,0.00610769513372867,0.7361534245621517
temporal_hour,night(0-6),792,0.1318791398544172,0.09333402656798868,0.006814285561349562,0.6907529201355587
temporal_hour,morning(6-12),792,0.14269777262848024,0.10170354852909709,0.0077025234234650184,0.7969749200834745
