feature,bin,n,RMSE,MAE,MAPE,R2
SolarFlux,"(234.104, 1130.993]",1099,0.11156479888885304,0.0822010652133617,0.006348598875133961,0.6909139335897712
SolarFlux,"(-3.913, -0.172]",1065,0.12572865362939564,0.09161238061976403,0.006742361864386868,0.7007526620307554
SolarFlux,"(-0.172, 234.104]",1066,0.15705728384160794,0.1089400105687004,0.008136372481117754,0.7939727055593269
