model,RMSE,MAE,MAPE,R2,RMSE_h1
lstm,0.19077090430940546,0.13876710061543127,0.00994816687921957,0.913343909459745,0.19077090430940546
naive_persistence,0.2624146323286776,0.1837363440028943,0.01314916117575689,0.8360350915436507,0.2624146323286776
naive_moving_avg,0.3410519638815748,0.24429957033938943,0.017409523246480475,0.7230407179916903,0.3410519638815748
