model,RMSE,MAE,MAPE,R2,RMSE_h1
mlp,0.1967182509158911,0.14136407823463876,0.010394268815367811,0.8909275190160505,0.1967182509158911
naive_persistence,0.21840650026607253,0.15880517742030476,0.011634354067772877,0.8655511775727037,0.21840650026607253
naive_moving_avg,0.32920583396756425,0.2407087866733495,0.017566488013498527,0.6945353708459228,0.32920583396756425
