model,RMSE,MAE,MAPE,R2,RMSE_h1
mlp,0.2582946175887762,0.19162982878687632,0.01382503534783896,0.8111215007814196,0.2582946175887762
naive_persistence,0.2644829304984456,0.18401409889126194,0.013245236715103893,0.801962649573208,0.2644829304984456
naive_moving_avg,0.2644829304984456,0.18401409889126194,0.013245236715103893,0.801962649573208,0.2644829304984456
