index_,model,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,R2_mean,R2_std,R2_min,R2_max,RMSE_h1_mean,RMSE_h1_std,RMSE_h1_min,RMSE_h1_max
2,patchtst,0.1438990983652718,0.02295133153607766,0.1250173933270608,0.1689487990467263,0.10304617082108421,0.015304036282838348,0.0886008700116393,0.1195531392078931,0.007713147973176,0.001145703896620923,0.0066437050906698,0.0089524154641428,0.8737180651331817,0.0405540673887061,0.8293974067264749,0.9065850707330104,0.1438990983652718,0.02295133153607766,0.1250173933270608,0.1689487990467263
0,naive_moving_avg,0.1570069713801239,0.0,0.1570069713801239,0.1570069713801239,0.11861675975443428,0.0,0.1186167597544343,0.1186167597544343,0.0088958677650884,0.0,0.0088958677650884,0.0088958677650884,0.8526625045961647,0.0,0.8526625045961647,0.8526625045961647,0.1570069713801239,0.0,0.1570069713801239,0.1570069713801239
1,naive_persistence,0.1708854291717045,0.0,0.1708854291717045,0.1708854291717045,0.1215654369984098,0.0,0.1215654369984098,0.1215654369984098,0.0091026867082181,0.0,0.0091026867082181,0.0091026867082181,0.8254638156264239,0.0,0.8254638156264239,0.8254638156264239,0.1708854291717045,0.0,0.1708854291717045,0.1708854291717045
