seed,best_model,best_RMSE,best_MAE,best_R2
42,patchtst,0.1308202115716765,0.0972949810267507,0.8977119016164621
52,naive_moving_avg,0.1570069713801239,0.1186167597544343,0.8526625045961647
62,naive_moving_avg,0.1570069713801239,0.1186167597544343,0.8526625045961647
72,patchtst,0.1250173933270608,0.0886008700116393,0.9065850707330104
82,patchtst,0.1258125999737387,0.0904717621503814,0.9053929098205724
