model,RMSE,MAE,MAPE,R2,RMSE_h1
lstm,0.1298610931414156,0.09373748527128073,0.0070364595232102825,0.8992062695260759,0.1298610931414156
naive_moving_avg,0.15700697133988337,0.1186167597346381,0.008895867763698306,0.8526625046716892,0.15700697133988337
naive_persistence,0.17088542917170457,0.12156543699840987,0.009102686708218176,0.8254638156264239,0.17088542917170457
