seed,best_model,best_RMSE,best_MAE,best_R2
42,lstm,0.1163531221030203,0.0834055571286336,0.9190845427087736
52,lstm,0.1229778486917938,0.087684714884983,0.9096081669746238
62,lstm,0.1182369916715899,0.0841682581806614,0.9164431319217736
72,lstm,0.1194632938115543,0.0876825268671872,0.9147009135064992
82,lstm,0.1179068255791104,0.0839845630789834,0.9169091303583712
