feature,bin,n,RMSE,MAE,MAPE,R2
SolarFlux,"(235.795, 1130.993]",1107,0.10367860067728066,0.08291642062668311,0.006397441148513038,0.7421382699993522
SolarFlux,"(-3.913, -0.167]",1074,0.12714901352430552,0.09094597988961613,0.00670557705877163,0.6963866691161169
SolarFlux,"(-0.167, 235.795]",1074,0.13425158675286886,0.09151260717866314,0.0068354269762015436,0.8543318654787276
