seed,best_model,best_RMSE,best_MAE,best_R2
42,tcn,0.1211559071579894,0.0883034223504819,0.9122666731859308
52,tcn,0.129806942332725,0.098061803861145,0.8992903120041545
62,tcn,0.1234275425828272,0.0892859998610625,0.9089458855045308
72,tcn,0.1279802841218986,0.0950054875783274,0.9021047656342264
82,tcn,0.1241363064670638,0.0919506336020071,0.9078971542373864
