model,RMSE,MAE,MAPE,R2,RMSE_h1,RMSE_h2,RMSE_h3,RMSE_h4,RMSE_h5,RMSE_h6
lstm,0.17717112281971042,0.12659619486625534,0.00950650868711451,0.8296175009038506,0.15271689161658128,0.1681687293507355,0.17778212980992456,0.18275880993081733,0.18705039854853941,0.1916751161900287
naive_moving_avg,0.2038881591578297,0.1515941859132048,0.011379386043230046,0.774356348812387,0.18278379435603487,0.19273195995993345,0.20062266127708644,0.2079583709421973,0.21498165452414894,0.22170592404049735
naive_persistence,0.21475805503466067,0.15277106665022722,0.011451186142107751,0.7496555123014172,0.1753331392127361,0.20210041285558572,0.21361332213230083,0.2240898351851637,0.2339881329183553,0.23354334642353078
