model,RMSE,MAE,MAPE,R2,RMSE_h1
naive_persistence,0.29981582248400473,0.20792907219122672,0.01483280447078451,0.8403949169560766,0.29981582248400473
lstm,0.3170832396475011,0.2282040068913144,0.016229768062323638,0.8214811030111229,0.3170832396475011
naive_moving_avg,0.3597503160434281,0.2559234181982002,0.018169641842768612,0.7702053096644298,0.3597503160434281
